# File Name: 2023-12-20_Cov2_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272313154
# Instrument Serial Number: 272313154
# Heated Cover Serial Number:
# Block serial number: 21211195
# Run Start Date/Time: 2023-12-20 12:23:10 PM EST
# Run End Data/Time: 2023-12-20 01:24:24 PM EST
# Run Duration: 61 minutes 14 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-22 04:01:11 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Standard Curve v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-22 04:01:17 PM EDT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Cov2","0.5401566624641418","0.0676778514642973","PR-231127-NEG-R1","FALSE"
"1","A1","2","Cov2","0.5353409647941589","0.0628621537943144","PR-231127-NEG-R1","FALSE"
"1","A1","3","Cov2","0.5209413170814514","0.048462506081606876","PR-231127-NEG-R1","FALSE"
"1","A1","4","Cov2","0.5114831924438477","0.03900438144400312","PR-231127-NEG-R1","FALSE"
"1","A1","5","Cov2","0.504368007183075","0.03188919618323041","PR-231127-NEG-R1","FALSE"
"1","A1","6","Cov2","0.498695433139801","0.026216622139956486","PR-231127-NEG-R1","FALSE"
"1","A1","7","Cov2","0.49552270770072937","0.02304389670088483","PR-231127-NEG-R1","FALSE"
"1","A1","8","Cov2","0.490968257188797","0.018489446188952458","PR-231127-NEG-R1","FALSE"
"1","A1","9","Cov2","0.4864673912525177","0.01398858025267316","PR-231127-NEG-R1","FALSE"
"1","A1","10","Cov2","0.4846499562263489","0.012171145226504337","PR-231127-NEG-R1","FALSE"
"1","A1","11","Cov2","0.4820803701877594","0.00960155918791486","PR-231127-NEG-R1","FALSE"
"1","A1","12","Cov2","0.4771873950958252","0.004708584095980656","PR-231127-NEG-R1","FALSE"
"1","A1","13","Cov2","0.47502925992012024","0.0025504489202756997","PR-231127-NEG-R1","FALSE"
"1","A1","14","Cov2","0.4727245271205902","2.457161207456704E-4","PR-231127-NEG-R1","FALSE"
"1","A1","15","Cov2","0.47026917338371277","-0.002209637616131771","PR-231127-NEG-R1","FALSE"
"1","A1","16","Cov2","0.46891844272613525","-0.0035603682737092857","PR-231127-NEG-R1","FALSE"
"1","A1","17","Cov2","0.4677163064479828","-0.0047625045518617515","PR-231127-NEG-R1","FALSE"
"1","A1","18","Cov2","0.4675312638282776","-0.004947547171566952","PR-231127-NEG-R1","FALSE"
"1","A1","19","Cov2","0.46814727783203125","-0.0043315331678132896","PR-231127-NEG-R1","FALSE"
"1","A1","20","Cov2","0.46731847524642944","-0.005160335753415096","PR-231127-NEG-R1","FALSE"
"1","A1","21","Cov2","0.4654916822910309","-0.006987128708813656","PR-231127-NEG-R1","FALSE"
"1","A1","22","Cov2","0.46436089277267456","-0.008117918227169979","PR-231127-NEG-R1","FALSE"
"1","A1","23","Cov2","0.46320655941963196","-0.009272251580212582","PR-231127-NEG-R1","FALSE"
"1","A1","24","Cov2","0.46256259083747864","-0.009916220162365902","PR-231127-NEG-R1","FALSE"
"1","A1","25","Cov2","0.46104007959365845","-0.011438731406186092","PR-231127-NEG-R1","FALSE"
"1","A1","26","Cov2","0.4602195620536804","-0.01225924894616412","PR-231127-NEG-R1","FALSE"
"1","A1","27","Cov2","0.4612247049808502","-0.01125410601899432","PR-231127-NEG-R1","FALSE"
"1","A1","28","Cov2","0.46160560846328735","-0.010873202536557186","PR-231127-NEG-R1","FALSE"
"1","A1","29","Cov2","0.46177607774734497","-0.010702733252499569","PR-231127-NEG-R1","FALSE"
"1","A1","30","Cov2","0.46197065711021423","-0.010508153889630306","PR-231127-NEG-R1","FALSE"
