# File Name: 2023-11-14_Cov2_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272313154
# Instrument Serial Number: 272313154
# Heated Cover Serial Number:
# Block serial number: 21211195
# Run Start Date/Time: 2023-11-14 04:20:56 PM EST
# Run End Data/Time: 2023-11-14 05:19:47 PM EST
# Run Duration: 58 minutes 51 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-22 03:55:26 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Standard Curve v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-22 03:55:41 PM EDT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Cov2","0.43074479699134827","0.023814238469669766","PR-231026-DNI-R1","FALSE"
"1","A1","2","Cov2","0.42660555243492126","0.021347790092661776","PR-231026-DNI-R1","FALSE"
"1","A1","3","Cov2","0.41688212752342224","0.013297161360581707","PR-231026-DNI-R1","FALSE"
"1","A1","4","Cov2","0.4096243381500244","0.007712168166602892","PR-231026-DNI-R1","FALSE"
"1","A1","5","Cov2","0.40467697381973267","0.0044376000157301","PR-231026-DNI-R1","FALSE"
"1","A1","6","Cov2","0.40002182126045227","0.0014552436358686606","PR-231026-DNI-R1","FALSE"
"1","A1","7","Cov2","0.3975983262062073","7.045447610426771E-4","PR-231026-DNI-R1","FALSE"
"1","A1","8","Cov2","0.39336398243904114","-0.0018570028267045045","PR-231026-DNI-R1","FALSE"
"1","A1","9","Cov2","0.3889411389827728","-0.004607050103553803","PR-231026-DNI-R1","FALSE"
"1","A1","10","Cov2","0.387134850025177","-0.004740542881730672","PR-231026-DNI-R1","FALSE"
"1","A1","11","Cov2","0.3853500783443451","-0.0048525183831436254","PR-231026-DNI-R1","FALSE"
"1","A1","12","Cov2","0.38249972462654114","-0.006030075921528569","PR-231026-DNI-R1","FALSE"
"1","A1","13","Cov2","0.38079577684402466","-0.006061227524626092","PR-231026-DNI-R1","FALSE"
"1","A1","14","Cov2","0.37965402007102966","-0.005530188118202076","PR-231026-DNI-R1","FALSE"
"1","A1","15","Cov2","0.37915146350860596","-0.004359948501206826","PR-231026-DNI-R1","FALSE"
"1","A1","16","Cov2","0.3782735764980316","-0.0035650393323622106","PR-231026-DNI-R1","FALSE"
"1","A1","17","Cov2","0.3751939535140991","-0.004971866136875694","PR-231026-DNI-R1","FALSE"
"1","A1","18","Cov2","0.3748829960823059","-0.003610027389249951","PR-231026-DNI-R1","FALSE"
"1","A1","19","Cov2","0.37650856375694275","-3.116635351940987E-4","PR-231026-DNI-R1","FALSE"
"1","A1","20","Cov2","0.37471675872802734","-4.3067238469054786E-4","PR-231026-DNI-R1","FALSE"
"1","A1","21","Cov2","0.3742722272872925","7.975923539935449E-4","PR-231026-DNI-R1","FALSE"
"1","A1","22","Cov2","0.3753543496131897","0.0035525108593097736","PR-231026-DNI-R1","FALSE"
"1","A1","23","Cov2","0.37453126907348633","0.0044022264990253605","PR-231026-DNI-R1","FALSE"
"1","A1","24","Cov2","0.37114590406417847","0.0026896576691365108","PR-231026-DNI-R1","FALSE"
