# File Name: 2024-02-22_Cov2_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272313154
# Instrument Serial Number: 272313154
# Heated Cover Serial Number:
# Block serial number: 21211195
# Run Start Date/Time: 2024-02-22 12:43:57 PM EST
# Run End Data/Time: 2024-02-22 01:45:22 PM EST
# Run Duration: 61 minutes 25 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-22 04:04:39 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Standard Curve v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-22 04:04:44 PM EDT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","Cov2","0.5576130747795105","0.02669231487592692","PR-221204-DNI-R1","FALSE"
"1","A1","2","Cov2","0.5556987524032593","0.02805258798976194","PR-221204-DNI-R1","FALSE"
"1","A1","3","Cov2","0.5467686057090759","0.02239703678566472","PR-221204-DNI-R1","FALSE"
"1","A1","4","Cov2","0.5370988845825195","0.016001911149194564","PR-221204-DNI-R1","FALSE"
"1","A1","5","Cov2","0.5299510955810547","0.01212871763781596","PR-221204-DNI-R1","FALSE"
"1","A1","6","Cov2","0.5190955400466919","0.004547757593539408","PR-221204-DNI-R1","FALSE"
"1","A1","7","Cov2","0.5109623074531555","-3.108795099107278E-4","PR-221204-DNI-R1","FALSE"
"1","A1","8","Cov2","0.5030351281166077","-0.004963463356372339","PR-221204-DNI-R1","FALSE"
"1","A1","9","Cov2","0.4943423867225647","-0.010381609260329178","PR-221204-DNI-R1","FALSE"
"1","A1","10","Cov2","0.4904766380786896","-0.01097276241411806","PR-221204-DNI-R1","FALSE"
"1","A1","11","Cov2","0.486287385225296","-0.011887419777425374","PR-221204-DNI-R1","FALSE"
"1","A1","12","Cov2","0.4829723536968231","-0.011927855815812034","PR-221204-DNI-R1","FALSE"
"1","A1","13","Cov2","0.4811960756778717","-0.010429538344677265","PR-221204-DNI-R1","FALSE"
"1","A1","14","Cov2","0.4785832464694977","-0.009767772062965047","PR-221204-DNI-R1","FALSE"
"1","A1","15","Cov2","0.4750673472881317","-0.010009075754244829","PR-221204-DNI-R1","FALSE"
"1","A1","16","Cov2","0.47388213872909546","-0.007919688823194843","PR-221204-DNI-R1","FALSE"
"1","A1","17","Cov2","0.472959041595459","-0.005568190466745077","PR-221204-DNI-R1","FALSE"
"1","A1","18","Cov2","0.47232136130332947","-0.0029312752687884083","PR-221204-DNI-R1","FALSE"
"1","A1","19","Cov2","0.47111988067626953","-8.581604057621042E-4","PR-221204-DNI-R1","FALSE"
"1","A1","20","Cov2","0.469409316778183","7.05871186237533E-4","PR-221204-DNI-R1","FALSE"
"1","A1","21","Cov2","0.46846458315849304","0.0030357330566338323","PR-221204-DNI-R1","FALSE"
"1","A1","22","Cov2","0.4674331843852997","0.005278929773526713","PR-221204-DNI-R1","FALSE"
"1","A1","23","Cov2","0.46673035621643066","0.007850697094743935","PR-221204-DNI-R1","FALSE"
"1","A1","24","Cov2","0.4669771194458008","0.011372055814200237","PR-221204-DNI-R1","FALSE"
"1","A1","25","Cov2","0.46693944931030273","0.014608981168788376","PR-221204-DNI-R1","FALSE"
"1","A1","26","Cov2","0.4690117835998535","0.019955910948425398","PR-221204-DNI-R1","FALSE"
"1","A1","27","Cov2","0.4772992432117462","0.03151796605040434","PR-221204-DNI-R1","FALSE"
"1","A1","28","Cov2","0.4904463589191437","0.04793967724788804","PR-221204-DNI-R1","FALSE"
"1","A1","29","Cov2","0.5198547840118408","0.08062269783067137","PR-221204-DNI-R1","FALSE"
"1","A1","30","Cov2","0.5689123868942261","0.13295489620314285","PR-221204-DNI-R1","FALSE"
"1","A1","31","Cov2","0.6485978960990906","0.21591500089809354","PR-221204-DNI-R1","FALSE"
"1","A1","32","Cov2","0.7693768739700317","0.33996857425912097","PR-221204-DNI-R1","FALSE"
"1","A1","33","Cov2","0.9366797208786011","0.5105460166577765","PR-221204-DNI-R1","FALSE"
"1","A1","34","Cov2","1.1437513828277588","0.7208922740970204","PR-221204-DNI-R1","FALSE"
"1","A1","35","Cov2","1.3770924806594849","0.9575079674188328","PR-221204-DNI-R1","FALSE"
"1","A1","36","Cov2","1.6197329759597778","1.2034230582092118","PR-221204-DNI-R1","FALSE"
"1","A1","37","Cov2","1.8612171411514282","1.4481818188909483","PR-221204-DNI-R1","FALSE"
"1","A1","38","Cov2","2.081597328186035","1.6718366014156416","PR-221204-DNI-R1","FALSE"
"1","A1","39","Cov2","2.268639326095581","1.8621531948152739","PR-221204-DNI-R1","FALSE"
"1","A1","40","Cov2","2.4041504859924316","2.0009389502022104","PR-221204-DNI-R1","FALSE"
"2","A2","1","Cov2","0.5005455613136292","0.015288537699478903","PR-221204-DNI-R1","FALSE"
"2","A2","2","Cov2","0.4990987181663513","0.014404133492307729","PR-221204-DNI-R1","FALSE"
"2","A2","3","Cov2","0.49224740266799927","0.00811525693406228","PR-221204-DNI-R1","FALSE"
"2","A2","4","Cov2","0.48620569705963135","0.0026359902658010174","PR-221204-DNI-R1","FALSE"
"2","A2","5","Cov2","0.48416826128959656","0.001160993435872885","PR-221204-DNI-R1","FALSE"
"2","A2","6","Cov2","0.48365533351898193","0.0012105046053649186","PR-221204-DNI-R1","FALSE"
"2","A2","7","Cov2","0.48196718096733093","8.479099382051986E-5","PR-221204-DNI-R1","FALSE"
"2","A2","8","Cov2","0.48030173778533936","-0.0010182132480643998","PR-221204-DNI-R1","FALSE"
"2","A2","9","Cov2","0.478656530380249","-0.002100981713048074","PR-221204-DNI-R1","FALSE"
"2","A2","10","Cov2","0.47786661982536316","-0.002328453327827281","PR-221204-DNI-R1","FALSE"
"2","A2","11","Cov2","0.4770885109901428","-0.0025441232229410156","PR-221204-DNI-R1","FALSE"
"2","A2","12","Cov2","0.4750412404537201","-0.004028954819257087","PR-221204-DNI-R1","FALSE"
"2","A2","13","Cov2","0.47506141662597656","-0.00344633970689396","PR-221204-DNI-R1","FALSE"
"2","A2","14","Cov2","0.47700291872024536","-9.423986725185036E-4","PR-221204-DNI-R1","FALSE"
"2","A2","15","Cov2","0.4765365719795227","-8.463064731345577E-4","PR-221204-DNI-R1","FALSE"
"2","A2","16","Cov2","0.4743630290031433","-0.0024574105094072947","PR-221204-DNI-R1","FALSE"
"2","A2","17","Cov2","0.4740351736545563","-0.002222826917887673","PR-221204-DNI-R1","FALSE"
"2","A2","18","Cov2","0.47509482502937317","-6.00736602964121E-4","PR-221204-DNI-R1","FALSE"
"2","A2","19","Cov2","0.4748804271221161","-2.526955701145989E-4","PR-221204-DNI-R1","FALSE"
"2","A2","20","Cov2","0.4734136462211609","-0.0011570375309631416","PR-221204-DNI-R1","FALSE"
