# File Name: 2024-02-16_PMMoV_VIC.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 3 System
# Block Type: 96-Well 0.1-mL Block
# Instrument Name: 272313154
# Instrument Serial Number: 272313154
# Heated Cover Serial Number:
# Block serial number: 21211195
# Run Start Date/Time: 2024-02-16 02:10:49 PM EST
# Run End Data/Time: 2024-02-16 03:08:53 PM EST
# Run Duration: 58 minutes 3 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2024-04-22 04:03:46 PM EDT
# Software Name and Version: Design & Analysis Software v2.7.0
# Plugin Name and Version: Primary Analysis v1.8.0, Standard Curve v1.7.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2024-04-22 04:03:59 PM EDT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","PMMoV","0.2881312966346741","-0.009740871400163874","PR-221205-DNI-R1","FALSE"
"1","A1","2","PMMoV","0.28950440883636475","-0.010020605304784923","PR-221205-DNI-R1","FALSE"
"1","A1","3","PMMoV","0.29500287771224976","-0.006174982535211636","PR-221205-DNI-R1","FALSE"
"1","A1","4","PMMoV","0.29986637830734253","-0.0029643280464306415","PR-221205-DNI-R1","FALSE"
"1","A1","5","PMMoV","0.30379658937454224","-6.869630855426572E-4","PR-221205-DNI-R1","FALSE"
"1","A1","6","PMMoV","0.30724069476127625","0.0011042961948796288","PR-221205-DNI-R1","FALSE"
"1","A1","7","PMMoV","0.310141384601593","0.0023521399288846784","PR-221205-DNI-R1","FALSE"
"1","A1","8","PMMoV","0.3120690584182739","0.002626967639253864","PR-221205-DNI-R1","FALSE"
"1","A1","9","PMMoV","0.31418782472610474","0.0030928878407729516","PR-221205-DNI-R1","FALSE"
"1","A1","10","PMMoV","0.3147476613521576","0.0019998783605140297","PR-221205-DNI-R1","FALSE"
"1","A1","11","PMMoV","0.3165717124938965","0.0021710833959411985","PR-221205-DNI-R1","FALSE"
"1","A1","12","PMMoV","0.31791532039642334","0.0018618451921563312","PR-221205-DNI-R1","FALSE"
"1","A1","13","PMMoV","0.318538099527359","8.317782167802774E-4","PR-221205-DNI-R1","FALSE"
"1","A1","14","PMMoV","0.31991255283355713","5.533854166666747E-4","PR-221205-DNI-R1","FALSE"
"1","A1","15","PMMoV","0.32076600193977356","-2.4601158342861746E-4","PR-221205-DNI-R1","FALSE"
"1","A1","16","PMMoV","0.32207614183425903","-5.887177952548666E-4","PR-221205-DNI-R1","FALSE"
"1","A1","17","PMMoV","0.32344093918800354","-8.767665478221381E-4","PR-221205-DNI-R1","FALSE"
"1","A1","18","PMMoV","0.32401415705680847","-0.0019563947853289292","PR-221205-DNI-R1","FALSE"
